index,tsne1,tsne2,tsne_clusters,filename
381,5.943429,-1.100917,0,split_444_19700101_122640_short.WAV
382,5.3760886,-2.0597105,6,split_445_19700101_122640_short.WAV
383,5.648551,-0.3217737,0,split_446_19700101_122640_short.WAV
384,4.490688,2.894032,9,split_447_19700101_122640_short.WAV
385,4.6554193,1.2567419,9,split_448_19700101_122640_short.WAV
386,4.681502,-2.6390452,6,split_449_19700101_122640_short.WAV
387,-11.120114,-5.041806,3,split_44_19700101_122640_short.WAV
388,4.82611,-2.9607103,6,split_450_19700101_122640_short.WAV
389,5.339664,-2.7503858,6,split_451_19700101_122640_short.WAV
390,4.3657184,-2.2124622,6,split_452_19700101_122640_short.WAV
391,4.8025928,-2.1768122,6,split_453_19700101_122640_short.WAV
392,6.236136,-2.2585173,6,split_454_19700101_122640_short.WAV
393,6.5098557,-4.1915836,6,split_455_19700101_122640_short.WAV
394,8.32775,-2.1947541,0,split_456_19700101_122640_short.WAV
395,8.356335,-2.1918974,0,split_457_19700101_122640_short.WAV
396,6.504126,-3.7326481,6,split_458_19700101_122640_short.WAV
397,6.089634,-3.0500298,6,split_459_19700101_122640_short.WAV
398,-11.315338,-5.481103,3,split_45_19700101_122640_short.WAV
399,5.32615,3.0238197,9,split_460_19700101_122640_short.WAV
400,5.183225,3.3898199,9,split_461_19700101_122640_short.WAV
401,6.512003,-0.9942502,0,split_462_19700101_122640_short.WAV
402,4.735782,3.3275466,9,split_463_19700101_122640_short.WAV
403,6.3023624,2.214095,0,split_464_19700101_122640_short.WAV
404,6.8329263,-2.5630617,6,split_465_19700101_122640_short.WAV
405,8.248127,2.8519118,5,split_466_19700101_122640_short.WAV
406,6.6488094,-1.5770268,0,split_467_19700101_122640_short.WAV
407,3.0892136,-1.4224079,4,split_468_19700101_122640_short.WAV
408,7.5274343,-1.581619,0,split_469_19700101_122640_short.WAV
409,-11.003208,-5.296563,3,split_46_19700101_122640_short.WAV
410,7.271393,2.956865,5,split_470_19700101_122640_short.WAV
411,8.114751,3.167838,5,split_471_19700101_122640_short.WAV
412,7.4973574,-3.256098,6,split_472_19700101_122640_short.WAV
413,5.994424,-2.928979,6,split_473_19700101_122640_short.WAV
414,6.5753684,-2.7347171,6,split_474_19700101_122640_short.WAV
415,8.767174,2.9425497,5,split_475_19700101_122640_short.WAV
416,9.1467705,3.283026,5,split_476_19700101_122640_short.WAV
417,9.139224,3.0074472,5,split_477_19700101_122640_short.WAV
418,-9.083777,-3.4693136,3,split_478_19700101_122640_short.WAV
419,-8.615789,-3.393372,3,split_479_19700101_122640_short.WAV
420,-10.7397585,-5.02777,3,split_47_19700101_122640_short.WAV
421,8.105262,-1.3026671,0,split_480_19700101_122640_short.WAV
422,7.808559,3.0249715,5,split_481_19700101_122640_short.WAV
423,5.6135445,5.087158,5,split_482_19700101_122640_short.WAV
424,5.538043,5.5134544,5,split_483_19700101_122640_short.WAV
425,7.275798,-3.3466847,6,split_484_19700101_122640_short.WAV
426,6.367289,-3.5140147,6,split_485_19700101_122640_short.WAV
427,9.081048,2.8693452,5,split_486_19700101_122640_short.WAV
428,8.185143,-3.323532,6,split_487_19700101_122640_short.WAV
429,9.169002,-2.4467828,0,split_488_19700101_122640_short.WAV
430,8.972497,-2.5849683,0,split_489_19700101_122640_short.WAV
431,-10.363316,-5.237014,3,split_48_19700101_122640_short.WAV
432,5.9858885,5.170166,5,split_490_19700101_122640_short.WAV
433,5.8435445,5.2708282,5,split_491_19700101_122640_short.WAV
434,5.5126767,5.373319,5,split_492_19700101_122640_short.WAV
435,5.6498013,4.8055964,5,split_493_19700101_122640_short.WAV
436,3.5470269,-4.6546516,6,split_494_19700101_122640_short.WAV
437,0.46177626,1.845883,9,split_495_19700101_122640_short.WAV
438,2.9328156,-4.3758025,6,split_496_19700101_122640_short.WAV
439,2.702599,-3.7636359,6,split_497_19700101_122640_short.WAV
440,1.8524286,-3.135654,4,split_498_19700101_122640_short.WAV
441,0.9219814,0.4287799,4,split_499_19700101_122640_short.WAV
442,-10.564402,-4.5179543,3,split_49_19700101_122640_short.WAV
443,-12.585946,-5.4380507,3,split_4_19700101_122640_short.WAV
444,2.3465538,-2.8021057,4,split_500_19700101_122640_short.WAV
445,2.0295422,-3.6696444,4,split_501_19700101_122640_short.WAV
446,2.949091,-4.0795527,6,split_502_19700101_122640_short.WAV
447,2.088257,-3.9649127,6,split_503_19700101_122640_short.WAV
448,0.9984596,2.1640897,9,split_504_19700101_122640_short.WAV
449,4.4034147,-3.1524527,6,split_505_19700101_122640_short.WAV
450,5.221433,-3.054551,6,split_506_19700101_122640_short.WAV
451,7.6504803,-1.5930446,0,split_507_19700101_122640_short.WAV
452,8.069721,-1.2726276,0,split_508_19700101_122640_short.WAV
453,7.3922787,-1.3194636,0,split_509_19700101_122640_short.WAV
454,-10.811487,-4.4992514,3,split_50_19700101_122640_short.WAV
455,4.666682,3.686817,9,split_510_19700101_122640_short.WAV
456,5.2503076,-2.9049299,6,split_511_19700101_122640_short.WAV
457,5.5020967,-2.7085357,6,split_512_19700101_122640_short.WAV
458,5.743342,-2.4523585,6,split_513_19700101_122640_short.WAV
459,5.9258523,-2.0165732,6,split_514_19700101_122640_short.WAV
460,6.406029,-1.3460914,0,split_515_19700101_122640_short.WAV
461,6.993072,-2.8721364,6,split_516_19700101_122640_short.WAV
462,6.299725,3.582174,5,split_517_19700101_122640_short.WAV
463,6.4438543,3.4604378,5,split_518_19700101_122640_short.WAV
464,6.847941,2.4595664,0,split_519_19700101_122640_short.WAV
465,-10.683319,-4.9158688,3,split_51_19700101_122640_short.WAV
466,9.042384,3.041168,5,split_520_19700101_122640_short.WAV
467,8.474744,4.163411,5,split_521_19700101_122640_short.WAV
468,9.211514,3.7370188,5,split_522_19700101_122640_short.WAV
469,9.748868,3.9351616,5,split_523_19700101_122640_short.WAV
470,9.255525,3.419435,5,split_524_19700101_122640_short.WAV
471,3.4582202,-2.807741,6,split_525_19700101_122640_short.WAV
472,3.8373673,-2.7590785,6,split_526_19700101_122640_short.WAV
473,3.6109047,-3.7059639,6,split_527_19700101_122640_short.WAV
474,1.1910841,0.8048256,4,split_528_19700101_122640_short.WAV
475,3.418268,-3.454279,6,split_529_19700101_122640_short.WAV
476,-11.776174,-4.023386,3,split_52_19700101_122640_short.WAV
477,3.0665426,-2.9233277,6,split_530_19700101_122640_short.WAV
478,1.6332915,-2.5722349,4,split_531_19700101_122640_short.WAV
479,3.0284529,-3.2766476,6,split_532_19700101_122640_short.WAV
480,2.2546148,-2.6138747,4,split_533_19700101_122640_short.WAV
481,-0.19010474,0.71063334,8,split_534_19700101_122640_short.WAV
482,2.4461877,-3.2136135,4,split_535_19700101_122640_short.WAV
483,-0.4940619,0.45851213,8,split_536_19700101_122640_short.WAV
484,1.2444655,-2.1806552,4,split_537_19700101_122640_short.WAV
485,-1.0774819,0.7277164,8,split_538_19700101_122640_short.WAV
486,1.3955742,-2.2325814,4,split_539_19700101_122640_short.WAV
487,-11.85263,-3.929261,3,split_53_19700101_122640_short.WAV
488,1.3004377,-2.0086558,4,split_540_19700101_122640_short.WAV
489,-0.7840517,-0.08108062,8,split_541_19700101_122640_short.WAV
490,1.1633632,-2.1709735,4,split_542_19700101_122640_short.WAV
491,1.3304079,-2.293801,4,split_543_19700101_122640_short.WAV
492,1.1199827,-2.0432346,4,split_544_19700101_122640_short.WAV
493,-1.7334039,0.2786248,8,split_545_19700101_122640_short.WAV
494,-1.1569475,-0.85205287,8,split_546_19700101_122640_short.WAV
495,-2.0437217,-0.5535621,8,split_547_19700101_122640_short.WAV
496,-3.1280558,-0.48416513,8,split_548_19700101_122640_short.WAV
497,-1.570629,-0.49274132,8,split_549_19700101_122640_short.WAV
498,-11.91098,-4.161994,3,split_54_19700101_122640_short.WAV
499,-1.4491273,0.68736297,8,split_550_19700101_122640_short.WAV
500,-4.670812,-1.0012202,8,split_551_19700101_122640_short.WAV
501,-4.4915447,-0.91286165,8,split_552_19700101_122640_short.WAV
502,-1.750234,-0.76977766,8,split_553_19700101_122640_short.WAV
503,-1.0386295,-1.119057,8,split_554_19700101_122640_short.WAV
504,-2.7999635,-0.3643307,8,split_555_19700101_122640_short.WAV
505,-2.5012422,-0.72290003,8,split_556_19700101_122640_short.WAV
506,-3.0160065,-0.41396132,8,split_557_19700101_122640_short.WAV
507,-4.1414,-0.034032688,8,split_558_19700101_122640_short.WAV
508,-2.0660355,-0.6496716,8,split_559_19700101_122640_short.WAV
509,-11.852932,-4.050621,3,split_55_19700101_122640_short.WAV
510,-2.4818037,-0.9593601,8,split_560_19700101_122640_short.WAV
511,-2.895211,-1.0892979,8,split_561_19700101_122640_short.WAV
512,-1.5151734,-1.0815374,8,split_562_19700101_122640_short.WAV
513,-9.591591,-3.6345608,3,split_563_19700101_122640_short.WAV
514,-4.699233,-0.07126659,8,split_564_19700101_122640_short.WAV
515,-5.1322956,0.4940565,2,split_565_19700101_122640_short.WAV
516,-5.0214767,-0.11385024,8,split_566_19700101_122640_short.WAV
517,-4.790784,-0.020032065,8,split_567_19700101_122640_short.WAV
518,-4.6286883,-0.107702784,8,split_568_19700101_122640_short.WAV
519,-2.7182517,0.49847546,8,split_569_19700101_122640_short.WAV
520,-11.717316,-3.954558,3,split_56_19700101_122640_short.WAV
521,-2.2642107,0.19116105,8,split_570_19700101_122640_short.WAV
522,-1.9001788,0.19442774,8,split_571_19700101_122640_short.WAV
523,-1.3344018,-0.28491855,8,split_572_19700101_122640_short.WAV
524,-8.682512,-3.3551779,3,split_573_19700101_122640_short.WAV
525,-2.436345,-0.025887158,8,split_574_19700101_122640_short.WAV
526,-1.2951752,-0.5477088,8,split_575_19700101_122640_short.WAV
527,-1.6700066,-0.4845108,8,split_576_19700101_122640_short.WAV
528,-1.6662161,-0.6269336,8,split_577_19700101_122640_short.WAV
529,-2.1335666,-0.25082794,8,split_578_19700101_122640_short.WAV
530,-3.0426517,-0.30945078,8,split_579_19700101_122640_short.WAV
531,-10.72095,-4.471905,3,split_57_19700101_122640_short.WAV
532,-1.75489,-0.2018243,8,split_580_19700101_122640_short.WAV
533,-2.2827773,-0.2122943,8,split_581_19700101_122640_short.WAV
534,-1.4587592,-0.53353703,8,split_582_19700101_122640_short.WAV
535,-1.9139119,-0.27129492,8,split_583_19700101_122640_short.WAV
536,-2.0873964,-0.22683069,8,split_584_19700101_122640_short.WAV
537,-2.4550986,-0.021321652,8,split_585_19700101_122640_short.WAV
538,-2.8717935,-0.20004588,8,split_586_19700101_122640_short.WAV
539,-3.0590832,-0.30440065,8,split_587_19700101_122640_short.WAV
540,-2.1995943,0.13088311,8,split_588_19700101_122640_short.WAV
541,-1.6388612,0.3051975,8,split_589_19700101_122640_short.WAV
542,-10.033179,-5.1878085,3,split_58_19700101_122640_short.WAV
543,-1.6334875,0.20957819,8,split_590_19700101_122640_short.WAV
544,-1.8129202,-0.032792285,8,split_591_19700101_122640_short.WAV
545,-2.3333423,0.13884172,8,split_592_19700101_122640_short.WAV
546,-1.9904377,-0.046854924,8,split_593_19700101_122640_short.WAV
547,-1.9071193,0.03508757,8,split_594_19700101_122640_short.WAV
548,-1.530407,-0.12202304,8,split_595_19700101_122640_short.WAV
549,-2.0411198,0.5413646,8,split_596_19700101_122640_short.WAV
550,-1.3256339,0.05026885,8,split_597_19700101_122640_short.WAV
551,-1.2022543,-0.24562861,8,split_598_19700101_122640_short.WAV
552,-1.5922886,0.030581104,8,split_599_19700101_122640_short.WAV
553,-10.473081,-3.7036886,3,split_59_19700101_122640_short.WAV
554,-12.563781,-5.274396,3,split_5_19700101_122640_short.WAV
555,-1.9249007,0.07976184,8,split_600_19700101_122640_short.WAV
556,-1.8313783,0.27158448,8,split_601_19700101_122640_short.WAV
557,-2.4386256,0.07102927,8,split_602_19700101_122640_short.WAV
558,-1.4819376,0.81048906,8,split_603_19700101_122640_short.WAV
559,-2.7671623,1.4293879,8,split_604_19700101_122640_short.WAV
560,-4.2322016,1.0094259,2,split_605_19700101_122640_short.WAV
561,-4.1622815,2.1668665,2,split_606_19700101_122640_short.WAV
562,-2.648099,1.143671,8,split_607_19700101_122640_short.WAV
563,0.5517723,-1.8571733,4,split_608_19700101_122640_short.WAV
564,0.51888925,-0.35235912,4,split_609_19700101_122640_short.WAV
565,-10.509622,-3.569456,3,split_60_19700101_122640_short.WAV
566,3.9774907,-3.933906,6,split_610_19700101_122640_short.WAV
567,4.7555847,-3.970733,6,split_611_19700101_122640_short.WAV
568,5.045574,-3.9531403,6,split_612_19700101_122640_short.WAV
569,-0.5204047,1.7692294,8,split_613_19700101_122640_short.WAV
570,5.5639257,-4.129431,6,split_614_19700101_122640_short.WAV
571,4.9805202,-4.353308,6,split_615_19700101_122640_short.WAV
572,5.2441025,-3.9534073,6,split_616_19700101_122640_short.WAV
573,5.6047473,-3.76205,6,split_617_19700101_122640_short.WAV
574,-0.5177387,1.5999787,8,split_618_19700101_122640_short.WAV
575,5.517939,-3.607339,6,split_619_19700101_122640_short.WAV
576,-10.388543,-3.6529834,3,split_61_19700101_122640_short.WAV
577,2.9143178,4.382147,9,split_620_19700101_122640_short.WAV
578,-3.9120944,-1.0151167,8,split_621_19700101_122640_short.WAV
579,5.1834855,-3.5153258,6,split_622_19700101_122640_short.WAV
580,5.7352443,-3.8587503,6,split_623_19700101_122640_short.WAV
581,5.612412,-4.091731,6,split_624_19700101_122640_short.WAV
582,5.0061502,-4.3483176,6,split_625_19700101_122640_short.WAV
583,4.6738024,-5.1823587,6,split_626_19700101_122640_short.WAV
584,4.6183114,-5.090858,6,split_627_19700101_122640_short.WAV
585,-3.5649705,2.7819867,2,split_628_19700101_122640_short.WAV
586,-3.2563484,2.4264133,2,split_629_19700101_122640_short.WAV
587,-10.177069,-3.1581361,3,split_62_19700101_122640_short.WAV
588,-2.3791945,1.414187,8,split_630_19700101_122640_short.WAV
589,-3.9725745,3.7648935,2,split_631_19700101_122640_short.WAV
590,-3.670477,4.4827046,2,split_632_19700101_122640_short.WAV
591,-4.1471963,3.7913103,2,split_633_19700101_122640_short.WAV
592,-4.2354965,1.3990651,2,split_634_19700101_122640_short.WAV
593,-4.5543895,1.0990041,2,split_635_19700101_122640_short.WAV
594,-3.9467874,2.0922356,2,split_636_19700101_122640_short.WAV
595,-3.9160862,2.5718777,2,split_637_19700101_122640_short.WAV
596,-4.2122474,3.2365265,2,split_638_19700101_122640_short.WAV
597,-4.47754,4.3210254,2,split_639_19700101_122640_short.WAV
598,-10.895093,-3.288957,3,split_63_19700101_122640_short.WAV
599,-4.1380725,2.5786197,2,split_640_19700101_122640_short.WAV
600,-3.965852,2.6927912,2,split_641_19700101_122640_short.WAV
601,-4.4678893,1.9109336,2,split_642_19700101_122640_short.WAV
602,-4.310537,2.9206223,2,split_643_19700101_122640_short.WAV
603,-4.417435,3.0072002,2,split_644_19700101_122640_short.WAV
604,-4.617818,1.9082354,2,split_645_19700101_122640_short.WAV
605,-3.8072908,3.299101,2,split_646_19700101_122640_short.WAV
606,-3.615071,3.3902287,2,split_647_19700101_122640_short.WAV
607,-3.3441436,3.3767993,2,split_648_19700101_122640_short.WAV
608,4.191622,-4.835822,6,split_649_19700101_122640_short.WAV
609,-11.360885,-3.8901308,3,split_64_19700101_122640_short.WAV
610,0.5297938,-3.6312797,4,split_650_19700101_122640_short.WAV
611,-3.025404,3.636278,2,split_651_19700101_122640_short.WAV
612,-3.5357742,3.64911,2,split_652_19700101_122640_short.WAV
613,-4.552128,1.7355665,2,split_653_19700101_122640_short.WAV
614,-5.104198,3.724074,2,split_654_19700101_122640_short.WAV
615,-5.362708,3.9843514,2,split_655_19700101_122640_short.WAV
616,-5.1614437,1.8272601,2,split_656_19700101_122640_short.WAV
617,-4.779039,2.1314597,2,split_657_19700101_122640_short.WAV
618,-5.2149296,3.391153,2,split_658_19700101_122640_short.WAV
619,-5.5731134,3.8634021,2,split_659_19700101_122640_short.WAV
620,-11.6083145,-3.9921138,3,split_65_19700101_122640_short.WAV
621,-5.2838335,2.3708727,2,split_660_19700101_122640_short.WAV
622,-6.1350803,3.7324922,2,split_661_19700101_122640_short.WAV
623,-6.007562,2.4235852,2,split_662_19700101_122640_short.WAV
624,-5.89652,2.130243,2,split_663_19700101_122640_short.WAV
625,-6.3728604,3.6876898,2,split_664_19700101_122640_short.WAV
626,-5.9575086,3.664875,2,split_665_19700101_122640_short.WAV
627,-6.0952296,3.5685933,2,split_666_19700101_122640_short.WAV
628,-6.2287617,3.0911977,2,split_667_19700101_122640_short.WAV
629,-6.1882877,2.7395713,2,split_668_19700101_122640_short.WAV
630,-6.271,2.9495,2,split_669_19700101_122640_short.WAV
631,-11.168011,-3.6222026,3,split_66_19700101_122640_short.WAV
632,-6.280726,3.7190638,2,split_670_19700101_122640_short.WAV
633,-6.0617023,2.7898238,2,split_671_19700101_122640_short.WAV
634,-6.1597476,2.6471457,2,split_672_19700101_122640_short.WAV
635,-5.450988,3.0719361,2,split_673_19700101_122640_short.WAV
636,-6.1806602,3.1642656,2,split_674_19700101_122640_short.WAV
637,-5.303097,1.3465743,2,split_675_19700101_122640_short.WAV
638,-5.74159,2.8893783,2,split_676_19700101_122640_short.WAV
639,-5.505029,1.9663416,2,split_677_19700101_122640_short.WAV
640,-5.476592,2.8013246,2,split_678_19700101_122640_short.WAV
641,-5.8148513,3.826285,2,split_679_19700101_122640_short.WAV
642,-10.754687,-3.6848094,3,split_67_19700101_122640_short.WAV
643,-5.309433,1.7403923,2,split_680_19700101_122640_short.WAV
644,-5.5417943,2.3951414,2,split_681_19700101_122640_short.WAV
645,-5.0503316,2.6813145,2,split_682_19700101_122640_short.WAV
646,-5.1313887,4.3083897,2,split_683_19700101_122640_short.WAV
647,-5.2146635,3.6029062,2,split_684_19700101_122640_short.WAV
648,-4.9484167,1.2727587,2,split_685_19700101_122640_short.WAV
649,-5.565827,3.8793657,2,split_686_19700101_122640_short.WAV
650,-5.7311544,2.1788383,2,split_687_19700101_122640_short.WAV
651,-6.2168756,2.4054484,2,split_688_19700101_122640_short.WAV
652,-5.829341,4.446688,2,split_689_19700101_122640_short.WAV
653,-9.7646055,-5.085273,3,split_68_19700101_122640_short.WAV
654,-5.1459827,2.0938816,2,split_690_19700101_122640_short.WAV
655,-5.0232615,4.0483894,2,split_691_19700101_122640_short.WAV
656,-5.5391526,4.1748724,2,split_692_19700101_122640_short.WAV
657,-6.231155,4.175717,2,split_693_19700101_122640_short.WAV
658,-5.492966,4.511063,2,split_694_19700101_122640_short.WAV
659,-4.6472354,2.8411853,2,split_695_19700101_122640_short.WAV
660,-5.2460933,4.744992,2,split_696_19700101_122640_short.WAV
661,-4.9129963,3.0558116,2,split_697_19700101_122640_short.WAV
662,-5.085346,2.04802,2,split_698_19700101_122640_short.WAV
663,-5.537365,3.1032298,2,split_699_19700101_122640_short.WAV
664,-9.865047,-5.128462,3,split_69_19700101_122640_short.WAV
665,-12.544405,-5.215443,3,split_6_19700101_122640_short.WAV
666,-5.7257996,3.2499073,2,split_700_19700101_122640_short.WAV
667,-6.0966015,3.9797974,2,split_701_19700101_122640_short.WAV
668,-5.516519,2.836518,2,split_702_19700101_122640_short.WAV
669,-5.3293657,2.0890884,2,split_703_19700101_122640_short.WAV
670,-5.289008,1.7375913,2,split_704_19700101_122640_short.WAV
671,-6.100326,2.871534,2,split_705_19700101_122640_short.WAV
672,-6.084253,1.4990058,2,split_706_19700101_122640_short.WAV
673,-5.5097294,2.1219816,2,split_707_19700101_122640_short.WAV
674,-5.5145626,2.277238,2,split_708_19700101_122640_short.WAV
675,-5.3659563,1.5828702,2,split_709_19700101_122640_short.WAV
676,-10.312195,-4.263738,3,split_70_19700101_122640_short.WAV
677,-5.337272,3.291004,2,split_710_19700101_122640_short.WAV
678,-6.4604044,3.4217033,2,split_711_19700101_122640_short.WAV
679,-5.625137,3.035228,2,split_712_19700101_122640_short.WAV
680,-5.9534826,2.3254504,2,split_713_19700101_122640_short.WAV
681,-5.393289,1.4659314,2,split_714_19700101_122640_short.WAV
682,-5.6158657,2.5254524,2,split_715_19700101_122640_short.WAV
683,-5.7426934,3.233762,2,split_716_19700101_122640_short.WAV
684,-6.348313,3.01502,2,split_717_19700101_122640_short.WAV
685,-6.094665,3.3442814,2,split_718_19700101_122640_short.WAV
686,-5.795555,3.3049312,2,split_719_19700101_122640_short.WAV
687,-10.783322,-3.192862,3,split_71_19700101_122640_short.WAV
688,-4.1004257,-3.7953346,1,split_720_19700101_122640_short.WAV
689,-3.9443183,-3.665909,1,split_721_19700101_122640_short.WAV
690,-4.1644816,-3.7262025,1,split_722_19700101_122640_short.WAV
691,-4.1903243,-3.608155,1,split_723_19700101_122640_short.WAV
692,-3.9478087,-3.9309227,1,split_724_19700101_122640_short.WAV
693,-4.133238,-3.850416,1,split_725_19700101_122640_short.WAV
694,-4.214353,-3.7086182,1,split_726_19700101_122640_short.WAV
695,-4.382455,-3.2961862,1,split_727_19700101_122640_short.WAV
696,-4.456396,-3.7446346,1,split_728_19700101_122640_short.WAV
697,-4.532073,-4.8852196,1,split_729_19700101_122640_short.WAV
698,-10.153318,-3.5323913,3,split_72_19700101_122640_short.WAV
699,-4.583381,-5.1317725,1,split_730_19700101_122640_short.WAV
700,-4.2501907,-4.329554,1,split_731_19700101_122640_short.WAV
701,-4.1576676,-4.216723,1,split_732_19700101_122640_short.WAV
702,-4.22203,-4.259133,1,split_733_19700101_122640_short.WAV
703,-4.162474,-4.1201134,1,split_734_19700101_122640_short.WAV
704,-4.1752563,-4.172594,1,split_735_19700101_122640_short.WAV
705,-4.261286,-4.431521,1,split_736_19700101_122640_short.WAV
706,-4.2622557,-4.1777544,1,split_737_19700101_122640_short.WAV
707,-4.2926702,-4.348146,1,split_738_19700101_122640_short.WAV
708,-4.9336915,-4.9428773,1,split_739_19700101_122640_short.WAV
709,-10.038999,-3.147022,3,split_73_19700101_122640_short.WAV
710,-4.2534866,-5.0958776,1,split_740_19700101_122640_short.WAV
711,-3.7767005,-5.6403446,1,split_741_19700101_122640_short.WAV
712,-3.6182044,-5.919088,1,split_742_19700101_122640_short.WAV
713,-3.5897336,-5.817689,1,split_743_19700101_122640_short.WAV
714,-3.69207,-5.820286,1,split_744_19700101_122640_short.WAV
715,-3.6529107,-5.7932568,1,split_745_19700101_122640_short.WAV
716,-3.8898866,-5.734146,1,split_746_19700101_122640_short.WAV
717,-4.132875,-4.5960193,1,split_747_19700101_122640_short.WAV
718,-3.6271544,-5.8995895,1,split_748_19700101_122640_short.WAV
719,-3.9906843,-5.1738167,1,split_749_19700101_122640_short.WAV
720,-10.052541,-2.8652563,3,split_74_19700101_122640_short.WAV
721,-3.7081904,-5.8473735,1,split_750_19700101_122640_short.WAV
722,-3.715845,-5.7296495,1,split_751_19700101_122640_short.WAV
723,-3.693453,-5.7290936,1,split_752_19700101_122640_short.WAV
724,-3.7339296,-5.711865,1,split_753_19700101_122640_short.WAV
725,-3.675989,-5.741655,1,split_754_19700101_122640_short.WAV
726,-3.5235047,-6.13248,1,split_755_19700101_122640_short.WAV
727,-3.5553336,-6.077499,1,split_756_19700101_122640_short.WAV
728,-3.555969,-6.0562167,1,split_757_19700101_122640_short.WAV
729,-9.7477665,-2.5580788,3,split_75_19700101_122640_short.WAV
730,-9.89909,-1.6815844,7,split_76_19700101_122640_short.WAV
731,-10.011855,-1.2249515,7,split_77_19700101_122640_short.WAV
732,-8.440789,-0.45538598,7,split_78_19700101_122640_short.WAV
733,-9.047824,0.18209326,7,split_79_19700101_122640_short.WAV
734,-12.733717,-5.749092,3,split_7_19700101_122640_short.WAV
735,-10.715561,1.4596277,7,split_80_19700101_122640_short.WAV
736,-9.001261,0.07369633,7,split_81_19700101_122640_short.WAV
737,-9.681143,0.46202585,7,split_82_19700101_122640_short.WAV
738,-10.671294,1.4138026,7,split_83_19700101_122640_short.WAV
739,-9.486814,-3.1728237,3,split_84_19700101_122640_short.WAV
740,-9.193475,0.17484298,7,split_85_19700101_122640_short.WAV
741,-10.7010565,1.4718841,7,split_86_19700101_122640_short.WAV
742,-9.010953,0.18090086,7,split_87_19700101_122640_short.WAV
743,-8.950142,0.11938094,7,split_88_19700101_122640_short.WAV
744,-10.806242,1.6383383,7,split_89_19700101_122640_short.WAV
745,-12.81227,-5.872987,3,split_8_19700101_122640_short.WAV
746,-9.800421,0.3982799,7,split_90_19700101_122640_short.WAV
747,-8.384393,-0.18964548,7,split_91_19700101_122640_short.WAV
748,-8.511122,-0.023900414,7,split_92_19700101_122640_short.WAV
749,-11.368699,2.6741586,7,split_93_19700101_122640_short.WAV
750,-9.699207,0.41638312,7,split_94_19700101_122640_short.WAV
751,-8.75063,-0.08059983,7,split_95_19700101_122640_short.WAV
752,-9.191374,0.10568628,7,split_96_19700101_122640_short.WAV
753,-10.816559,1.6460602,7,split_97_19700101_122640_short.WAV
754,-9.780821,-0.33121786,7,split_98_19700101_122640_short.WAV
755,-8.352361,-0.49454033,7,split_99_19700101_122640_short.WAV
756,-12.809068,-5.8612432,3,split_9_19700101_122640_short.WAV
